show_title,language,genres,summary
Gabriel Iglesias Presents Stand Up Revolution,English,"('Comedy',)","<p>Gabriel Iglesias hosts Stand-Up Revolution, featuring performances by Fluffy's funniest up-and-coming comedian friends.</p>"
Harlan Coben's Fool Me Once,English,"('Crime', 'Thriller', 'Mystery')","<p><b>Fool Me Once </b>follows Maya Stern who is trying to come to terms with the brutal murder of her husband, Joe. But when Maya installs a nanny-cam to keep an eye on her young daughter, she is shocked to see a man she recognises in her house. Her husband, who she thought was dead.</p><p>Detective Sergeant Sami Kierce leads the homicide investigation into Joe's death while grappling with secrets of his own. Meanwhile, Maya's niece and nephew, Abby and Daniel, are trying to find the truth about their mother's murder, several months earlier. Are the two cases connected? <i>Fool Me Once</i> follows these characters on a thrilling hunt for the truth that will reveal shocking secrets and change their lives forever.</p>"
Jurassic World: Chaos Theory,English,"('Action', 'Adventure')","<p>Set six years after the events at Camp Cretaceous, members of ""The Nublar Six"" are struggling to find their footing off the islands, navigating a world now filled with dinosaurs and people who want to hurt them. Reunited in the wake of a tragedy, the group comes together only to find themselves on the run and catapulted into a global adventure to unravel a conspiracy that threatens dinosaur and humankind alike and finally learn the truth about what happened to one of their own.</p>"
Jurassic World: Camp Cretaceous,English,"('Action', 'Adventure', 'Children')","<p><b>Jurassic World: Camp Cretaceous</b> follows a group of six teenagers chosen for a once-in-a-lifetime experience at a new adventure camp on the opposite side of Isla Nublar. But when dinosaurs wreak havoc across the island, the campers are stranded. Unable to reach the outside world, they'll need to go from strangers to friends to family if they're going to survive.</p>"
The Gentlemen,English,"('Comedy', 'Action', 'Crime')","<p>When aristocratic Eddie inherits the family estate, he discovers that it's home to an enormous weed empire — and its proprietors aren't going anywhere.</p>"
My Life With the Walter Boys,English,"('Drama', 'Romance')","<p>In the coming of age show, following the loss of her family in a tragic accident, 16-year old Manhattanite Jackie Howard has to learn to adapt to a new life in rural Colorado with her guardian – and 12 very rowdy kids. </p>"
FUBAR,English,"('Comedy', 'Action', 'Espionage')","<p>Luke and his daughter Emma have lied to each other for years, both of them not knowing the other is a CIA operative. Once they both learn the truth, they realize they don't actually know anything about each other.</p>"
Peaky Blinders,English,"('Drama', 'Crime', 'History')",<p>An epic gangster drama set in the lawless streets of 1920s Birmingham.</p>
Lost,English,"('Drama', 'Adventure', 'Supernatural')","<p>Out of the blackness, the first thing Jack senses is pain. Then burning sun. A Bamboo forest. Smoke. Screams. With a rush comes the horrible awareness that the plane he was on tore apart in mid-air and crashed on a Pacific island. From there it's a blur, as his doctor's instinct kicks in: people need his help.</p><p>Stripped of everything, the 48 survivors scavenge what they can from the plane for their survival. Some panic. Some pin their hopes on rescue. A few find inner strength they never knew they had -- like Kate, who, with no medical training, suddenly finds herself suturing the doctor's wounds. Hurley - a man with a warm sense of humor despite the desperate situation - does his best to keep his cool as he helps those around him to survive. Charlie is a faded rock star who harbors a painful secret. Sayid is a Middle Eastern man who must wrestle with the racial profiling directed at him by some of his fellow survivors. Jin and Sun are a Korean couple whose traditions, values and language are foreign, and thus causes much to get lost in the translation. Sawyer has an air of danger surrounding him, and his intense sense of mistrust for everyone around him could prove to be fatal to his fellow castaways. Michael has just gained custody of his nine-year-old son, Walt, after the death of his ex-wife - they are a father and son who don't even know each other. Locke is a mysterious man who keeps to himself, and who harbors a deeper connection to the island than any of the others. Self-centered Shannon - who actually gives herself a pedicure amid the chaos - and her estranged controlling brother, Boone , constantly bicker and must learn to get along if they are to survive. And young Claire is eight months pregnant and ill-prepared for the hardships of motherhood - especially on a deserted island.</p>"
Tires,English,"('Comedy',)","<p>At his father's auto shop, a hapless manager strives to improve customer service and drive profits while keeping his troublemaking cousin in line.</p>"
Castlevania,English,"('Fantasy', 'Horror', 'Supernatural')","<p>Inspired by the classic video game series, <b>Castlevania</b> is a dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself.</p>"
Morphle,English,(),<p>Follow the adventures of Mila and her pet Morphle. </p>
Shaun the Sheep,English,"('Comedy', 'Children')","<p>Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.</p>"
Blippi's Job Show,English,"('Children',)","<p>From flying to the moon to making the perfect pizza, Blippi and Meekah are learning about the world's coolest jobs — and making new friends along the way!</p>"
Unseen,English,"('Drama', 'Crime', 'Thriller')",<p>A house cleaner desperately searches for her husband as a dreaded criminal syndicate dredges up past tragedies and ultimately drives her to violence.</p>
Raw,English,"('Drama',)","<p><b>Raw</b>, an Irish drama television series for RTÉ. The show is set to lift the lid on behind-the-kitchen-door drama amongst the staff of an up and coming culinary hotspot in Dublin.</p>"
Welcome to the Family,English,"('Comedy',)",<p>A single-camera comedy about two teens whose disparate families are bonded together after they fall in love and get pregnant.</p>
Lucifer,English,"('Drama', 'Crime', 'Supernatural')","<p>The Devil has come to Los Angeles…</p><p>Based upon the characters created by Neil Gaiman, Sam Kieth and Mike Dringenberg for DC Entertainment's Vertigo imprint, <b>Lucifer</b> is the story of the original fallen angel. Bored and unhappy as the Lord of Hell, Lucifer Morningstar has abandoned his throne and retired to L.A., where he owns Lux, an upscale nightclub.</p><p>Charming, charismatic and devilishly handsome, Lucifer is enjoying his retirement, indulging in a few of his favorite things--wine, women and song-–when a beautiful pop star is brutally murdered outside of Lux. For the first time in roughly 10 billion years, he feels something awaken deep within him as a result of this murder. Compassion? Sympathy? The very thought disturbs him--as well as his best friend and confidante, Mazkeen aka Maze, a fierce demon in the form of a beautiful young woman.</p>"
